file,metabolite,quantMasses,intensity,rt,ri
e18057cz_45.cdf,c19,71;85;99,2.46519772E8,1499.4,1900.0
e18057cz_45.cdf,c22,71;85;99,2.09768535E8,1682.8,2200.0
e18057cz_45.cdf,c28,71;85;99,1.79746892E8,1933.4,2800.0
e18057cz_45.cdf,c32,71;85;99,1.45690446E8,2067.6,3200.0
e18057cz_45.cdf,c36,71;85;99,1.20467414E8,2251.2,3600.0
e18057cz_46.cdf,c10,71;85;99,1.6690062E8,409.4,1000.0
e18057cz_46.cdf,c12,71;85;99,1.22245908E8,711.0,1200.0
e18057cz_46.cdf,c15,71;85;99,1.88291586E8,1114.4,1500.0
e18057cz_46.cdf,c17,71;85;99,2.29306876E8,1322.2,1700.0
e18057cz_46.cdf,c19,71;85;99,2.67866557E8,1499.6,1900.0
e18057cz_46.cdf,c22,71;85;99,2.16143067E8,1682.8,2200.0
e18057cz_46.cdf,c28,71;85;99,1.94925426E8,1933.4,2800.0
e18057cz_46.cdf,c32,71;85;99,1.40685719E8,2067.8,3200.0
e18057cz_46.cdf,c36,71;85;99,1.1560343E8,2251.2,3600.0
e18057cz_49.cdf,c10,71;85;99,1.45952247E8,408.6,1000.0
e18057cz_49.cdf,c12,71;85;99,1.07457361E8,710.8,1200.0
e18057cz_49.cdf,c15,71;85;99,1.61111306E8,1114.4,1500.0
e18057cz_49.cdf,c17,71;85;99,1.85151221E8,1322.2,1700.0
e18057cz_49.cdf,c19,71;85;99,2.11053671E8,1499.4,1900.0
